model	batch_number	within_batch_id	commonsense_level	anonymized_worker_id	completion_time	rating_label	rating_expl	rating_grammar	rating_commonsense	pairID	premise	hypothesis	pred_label	pred_expl	gt_label	gt_expl
comet	9	2	high	794240442117469297	6.32	correct	correct	correct	yes	221024947.jpg#0r1n	A group of men , some with musical instruments , sit in chairs around the perimeter of a room .	A group of men are preparing for a concert .	neutral	a group of men sitting in chairs with instruments does not imply they are preparing for a concert	neutral	not everyone who sits with an instrument is preparing for a concert .
comet	9	3	low	794240442117469297	6.32	correct	correct	correct	no	4553395244.jpg#2r1c	Firefighters in full gear are walking up a ladder .	The firefighters are eating lunch .	contradiction	one can not be walking and eating lunch simultaneously	contradiction	it would be tricky to be eating lunch while walking up a ladder .
comet	9	4	high	794240442117469297	6.32	correct	correct	correct	no	90123355.jpg#1r1n	In front is a guy singing and playing guitar and a white shirted drummer in the back .	Some people perform at a concert .	neutral	there is no indication that there are people playing a concert	neutral	you can not infer they perform .
comet	9	5	low	794240442117469297	6.32	wrong	wrong	correct	no	3752991046.jpg#0r1c	A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger .	A girl drinks a milkshake	contradiction	a girl can not be looking at a bubble while she eats a banana	contradiction	a girl is looking at a butterfly or drinks a milkshake .
comet	9	6	high	794240442117469297	6.32	wrong	wrong	correct	no	2924305507.jpg#4r1e	A runner in a black and blue uniform competes in a race .	he is running against a group of people	neutral	a runner does not have to be running in a race	entailment	a runner is competes against a group of people.in a race .
comet	9	7	low	794240442117469297	6.32	correct	correct	correct	yes	4717777678.jpg#1r1c	A person with a green backpack is riding a bike down the road .	The person is walking .	contradiction	a person can not be riding a bike and walking simultaneously	contradiction	you can not be walking and riding bike at the same time .
comet	9	8	high	794240442117469297	6.32	wrong	wrong	correct	no	4435102887.jpg#4r1n	A policeman on a motorcycle from the rear .	An officer driving down a street .	contradiction	a policeman is not a motorcycle	neutral	motorcycles are not always on the street .
comet	9	9	low	794240442117469297	6.32	correct	wrong	correct	no	2468906010.jpg#3r1e	A group of women playing volleyball indoors .	People are inside .	entailment	a group of women are people	entailment	women are people and indoors means the same thing as inside .
comet	9	10	high	794240442117469297	6.32	correct	correct	correct	yes	369244499.jpg#4r1e	A man playing a piano	The man 's hands are on the keys of a piano .	entailment	playing a piano implies holding a piano	entailment	in order to be playing a piano one must have hands on the keys of a piano .
comet	9	1	low	1148703231756328338	2.63	correct	correct	correct	yes	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	a boy can not be swimming while he sits	contradiction	a person can be nude or wearing a bathing suit at a time .
comet	9	2	high	1148703231756328338	2.63	correct	correct	correct	yes	221024947.jpg#0r1n	A group of men , some with musical instruments , sit in chairs around the perimeter of a room .	A group of men are preparing for a concert .	neutral	a group of men sitting in chairs with instruments does not imply they are preparing for a concert	neutral	not everyone who sits with an instrument is preparing for a concert .
comet	9	3	low	1148703231756328338	2.63	correct	correct	correct	yes	4553395244.jpg#2r1c	Firefighters in full gear are walking up a ladder .	The firefighters are eating lunch .	contradiction	one can not be walking and eating lunch simultaneously	contradiction	it would be tricky to be eating lunch while walking up a ladder .
comet	9	4	high	1148703231756328338	2.63	correct	correct	correct	yes	90123355.jpg#1r1n	In front is a guy singing and playing guitar and a white shirted drummer in the back .	Some people perform at a concert .	neutral	there is no indication that there are people playing a concert	neutral	you can not infer they perform .
comet	9	5	low	1148703231756328338	2.63	correct	correct	correct	yes	3752991046.jpg#0r1c	A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger .	A girl drinks a milkshake	contradiction	a girl can not be looking at a bubble while she eats a banana	contradiction	a girl is looking at a butterfly or drinks a milkshake .
comet	9	6	high	1148703231756328338	2.63	correct	correct	correct	yes	2924305507.jpg#4r1e	A runner in a black and blue uniform competes in a race .	he is running against a group of people	neutral	a runner does not have to be running in a race	entailment	a runner is competes against a group of people.in a race .
comet	9	7	low	1148703231756328338	2.63	correct	correct	correct	yes	4717777678.jpg#1r1c	A person with a green backpack is riding a bike down the road .	The person is walking .	contradiction	a person can not be riding a bike and walking simultaneously	contradiction	you can not be walking and riding bike at the same time .
comet	9	8	high	1148703231756328338	2.63	correct	correct	correct	yes	4435102887.jpg#4r1n	A policeman on a motorcycle from the rear .	An officer driving down a street .	contradiction	a policeman is not a motorcycle	neutral	motorcycles are not always on the street .
comet	9	9	low	1148703231756328338	2.63	correct	correct	correct	yes	2468906010.jpg#3r1e	A group of women playing volleyball indoors .	People are inside .	entailment	a group of women are people	entailment	women are people and indoors means the same thing as inside .
comet	9	10	high	1148703231756328338	2.63	correct	correct	correct	yes	369244499.jpg#4r1e	A man playing a piano	The man 's hands are on the keys of a piano .	entailment	playing a piano implies holding a piano	entailment	in order to be playing a piano one must have hands on the keys of a piano .
comet	9	1	low	7772108068115191079	16.85	correct	correct	correct	no_need	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	a boy can not be swimming while he sits	contradiction	a person can be nude or wearing a bathing suit at a time .
comet	9	2	high	7772108068115191079	16.85	correct	correct	correct	no_need	221024947.jpg#0r1n	A group of men , some with musical instruments , sit in chairs around the perimeter of a room .	A group of men are preparing for a concert .	neutral	a group of men sitting in chairs with instruments does not imply they are preparing for a concert	neutral	not everyone who sits with an instrument is preparing for a concert .
comet	9	3	low	7772108068115191079	16.85	correct	correct	correct	no_need	4553395244.jpg#2r1c	Firefighters in full gear are walking up a ladder .	The firefighters are eating lunch .	contradiction	one can not be walking and eating lunch simultaneously	contradiction	it would be tricky to be eating lunch while walking up a ladder .
comet	9	4	high	7772108068115191079	16.85	correct	correct	correct	no_need	90123355.jpg#1r1n	In front is a guy singing and playing guitar and a white shirted drummer in the back .	Some people perform at a concert .	neutral	there is no indication that there are people playing a concert	neutral	you can not infer they perform .
comet	9	5	low	7772108068115191079	16.85	correct	correct	correct	no_need	3752991046.jpg#0r1c	A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger .	A girl drinks a milkshake	contradiction	a girl can not be looking at a bubble while she eats a banana	contradiction	a girl is looking at a butterfly or drinks a milkshake .
comet	9	6	high	7772108068115191079	16.85	correct	correct	correct	no_need	2924305507.jpg#4r1e	A runner in a black and blue uniform competes in a race .	he is running against a group of people	neutral	a runner does not have to be running in a race	entailment	a runner is competes against a group of people.in a race .
comet	9	7	low	7772108068115191079	16.85	correct	correct	correct	no_need	4717777678.jpg#1r1c	A person with a green backpack is riding a bike down the road .	The person is walking .	contradiction	a person can not be riding a bike and walking simultaneously	contradiction	you can not be walking and riding bike at the same time .
comet	9	8	high	7772108068115191079	16.85	correct	correct	correct	no_need	4435102887.jpg#4r1n	A policeman on a motorcycle from the rear .	An officer driving down a street .	contradiction	a policeman is not a motorcycle	neutral	motorcycles are not always on the street .
comet	9	9	low	7772108068115191079	16.85	correct	correct	correct	no_need	2468906010.jpg#3r1e	A group of women playing volleyball indoors .	People are inside .	entailment	a group of women are people	entailment	women are people and indoors means the same thing as inside .
comet	9	10	high	7772108068115191079	16.85	correct	correct	correct	no_need	369244499.jpg#4r1e	A man playing a piano	The man 's hands are on the keys of a piano .	entailment	playing a piano implies holding a piano	entailment	in order to be playing a piano one must have hands on the keys of a piano .
comet	9	1	low	7912925238021573009	16.03	correct	correct	correct	yes	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	a boy can not be swimming while he sits	contradiction	a person can be nude or wearing a bathing suit at a time .
